Question,achiever,active,adaptable,agile,ambitious,attentive,calm,caring,clever,confident,conformer,cooperative,copes-well,creative,dependable,devoted,discretion,dynamic,effort,energetic,focused,friendly,grateful,improviser,independent,logical,methodical,obedient,optimistic,organized,patient,pleased,practical,prioritizing,proactivity,problem-solving,scattered,shrewd,solver,sophisticated,sturdiness,task-oriented,wise
5,0.727295101,0.788992226,0.581598818,0.512681186,0.492396235,0.767168701,0.338831514,0.4875907,0.498948723,0.621821344,0.467436463,0.574481428,0.486797154,0.579407394,0.802075744,0.786018252,0.792744339,0.57502079,0.815140605,0.656744003,0.691650331,0.333461642,0.513403535,0.384931505,0.222775146,0.524318159,0.444714248,0.705624342,0.333954304,0.831823289,0.660228789,0.525027335,0.597322464,0.705814958,0.712644458,0.454542875,0.420176715,0.412168384,0.394984245,0.380737364,0.443698585,0.86117655,0.6583758
6,0.426992953,0.670250714,0.533516109,0.117093451,0.914533317,0.586081088,0.060479131,0.172711119,0.632278621,0.415159702,0.434323847,0.092177227,0.310785681,0.556203783,0.562686861,0.744200051,0.238832384,0.173946321,0.733494997,0.750228465,0.974645257,0.270579368,0.274412513,0.219844729,0.129102215,0.517082393,0.438256413,0.420931578,0.588792264,0.458020151,0.203234717,0.407014251,0.609708548,0.601107955,0.579887033,0.144571692,0.011788607,0.640147388,0.204224065,0.519816399,0.389723271,0.800380051,0.583720803
1,0.89736712,0.78177917,0.639510393,0.204030275,0.52620101,0.892660797,0.147189528,0.816901207,0.697295666,0.964129686,0.108900756,0.722434282,0.799625099,0.754486859,0.980278015,0.992025733,0.199914619,0.907824159,0.907376826,0.853687823,0.879351377,0.915383995,0.783383667,0.175575376,0.258202255,0.688944995,0.499754995,0.313433886,0.784773588,0.80747354,0.526862264,0.832640111,0.767540991,0.51554966,0.652825058,0.314375967,0.196199268,0.332471013,0.627497613,0.858443737,0.637108982,0.428543597,0.788930655
2,0.71166116,0.730186403,0.856009662,0.408293068,0.887143791,0.67255497,0.025735958,0.814588487,0.7514202,0.301584303,0.462804258,0.840322673,0.605717421,0.731851399,0.651484311,0.68201232,0.222441077,0.887458503,0.858886003,0.8050161,0.391939938,0.575386882,0.548668921,0.47588709,0.016846895,0.731256962,0.519899309,0.097301275,0.93632257,0.625025153,0.408214748,0.624361932,0.743891835,0.511523068,0.796021938,0.89714855,0.511994183,0.395242602,0.489206254,0.777884781,0.535479546,0.070431747,0.559912503
3,0.52637291,0.62378329,0.518414378,0.193569243,0.476079315,0.744264603,0.104499236,0.876688421,0.666052639,0.771826208,0.662991345,0.813836694,0.66689527,0.530435443,0.820391715,0.714228094,0.472337723,0.771865964,0.673140347,0.586599648,0.843815506,0.712162316,0.922666788,0.120870583,0.004586999,0.739364266,0.688107371,0.613115489,0.664593041,0.691435754,0.477859199,0.81826961,0.758907616,0.923377156,0.729081213,0.261786014,0.147554159,0.198872656,0.342856795,0.487842739,0.465536684,0.659825742,0.803864479
4,0.638798535,0.79222393,0.947255373,0.255671352,0.190900788,0.890667796,0.893030286,0.8618083,0.802727163,0.990586698,0.913114548,0.977540314,0.95463711,0.543150961,0.97893995,0.663041532,0.482426465,0.798356652,0.425458074,0.778985322,0.817413509,0.977600932,0.990949273,0.196843565,0.098122932,0.92095679,0.885961473,0.813540995,0.95093745,0.968206763,0.768639863,0.990577936,0.958592951,0.127910972,0.830051005,0.026816292,0.139854997,0.19959189,0.478420019,0.725984395,0.753639877,0.608474076,0.925571144
5,0.287189454,0.275161326,0.253696114,0.130521178,0.190420136,0.501202404,0.029973866,0.27602604,0.324273467,0.352271914,0.425910771,0.418044329,0.645263672,0.230721518,0.386401623,0.356269985,0.274734974,0.466073334,0.769332469,0.284728527,0.547523558,0.104017578,0.158455417,0.107389256,0.254787445,0.370927274,0.456600666,0.221874103,0.319371194,0.630999446,0.458200425,0.258049756,0.591044724,0.816816926,0.546393335,0.894366503,0.268421471,0.260912567,0.324137866,0.215652332,0.328437835,0.918176293,0.32638976
6,0.697298467,0.804328501,0.728543341,0.219791427,0.572158158,0.867269814,0.109912112,0.953931332,0.839815199,0.879874587,0.45326063,0.670892417,0.805846214,0.840480685,0.796762705,0.741610646,0.471882403,0.947290182,0.757294118,0.895701289,0.631006122,0.760723889,0.87901336,0.486523449,0.371507645,0.776565492,0.261898249,0.326458961,0.789880812,0.793878615,0.656362772,0.946765363,0.863820076,0.512765944,0.815444231,0.592144072,0.47235918,0.5435673,0.601357102,0.704882145,0.709035516,0.091905668,0.867887914
1,0.701336861,0.789498031,0.785426557,0.319395334,0.548630059,0.745240629,0.286064208,0.848975837,0.594973326,0.613140702,0.739932835,0.895618796,0.799969614,0.707972884,0.782873154,0.730655134,0.731180072,0.837612629,0.902838647,0.853981197,0.610155523,0.911814213,0.688886046,0.664781928,0.605765343,0.77163744,0.288285166,0.471291155,0.411197215,0.020543275,0.4868159,0.766314805,0.80747664,0.782318056,0.828237891,0.842107296,0.946618199,0.773360491,0.705989897,0.416657001,0.709321499,0.773746908,0.71210289
2,0.792388499,0.811174393,0.687770486,0.249382287,0.271422207,0.818247557,0.158441707,0.774125218,0.630174458,0.927571952,0.741522789,0.828332961,0.852627873,0.31264475,0.950821459,0.817428648,0.51915735,0.05348951,0.647761643,0.609410584,0.772537351,0.482006431,0.692326605,0.626177788,0.187298357,0.883307099,0.602183223,0.608165085,0.247042909,0.610528767,0.743854761,0.726042271,0.815282881,0.63177675,0.599792838,0.545565009,0.108060703,0.398028761,0.719748437,0.44261089,0.770586848,0.43533349,0.828708947
3,0.552914917,0.734692693,0.941945732,0.746624887,0.351433665,0.835617959,0.975461781,0.910174012,0.847114682,0.943980932,0.787971318,0.96197778,0.916979969,0.821221411,0.925228119,0.536269367,0.43520695,0.858421683,0.576313674,0.737009048,0.75669986,0.994259179,0.989259899,0.287109405,0.261240631,0.85027492,0.41173473,0.484613419,0.949821949,0.880488992,0.91416961,0.976258278,0.944597423,0.403736651,0.671023011,0.169761345,0.449618787,0.187348664,0.517598808,0.852251351,0.623816788,0.344768107,0.55815804
4,0.671591699,0.69610709,0.705205441,0.338854551,0.56992954,0.900399864,0.082254626,0.935737491,0.711484432,0.817924738,0.477583855,0.646007955,0.53129828,0.45416519,0.861339152,0.848145664,0.303245336,0.697213352,0.752434015,0.878449142,0.923280239,0.898446918,0.601365983,0.410266429,0.337473124,0.689215362,0.305988729,0.353257447,0.605326831,0.543848813,0.552663207,0.644912481,0.789642334,0.640528798,0.820196271,0.694653213,0.562700987,0.462523013,0.617850602,0.538823903,0.715538859,0.039802156,0.631843984
5,0.920034289,0.965265036,0.959482968,0.835492253,0.860068977,0.915962338,0.559940398,0.945590138,0.92758131,0.966283679,0.888086975,0.87063092,0.937520504,0.943550169,0.937960148,0.911360681,0.904501975,0.948008299,0.969419599,0.934501946,0.946267426,0.857257366,0.826508701,0.864720225,0.911390245,0.919539094,0.891875982,0.74812454,0.911108136,0.8717255,0.910550475,0.895344019,0.961237133,0.916365027,0.955388069,0.978048742,0.912245274,0.848834515,0.933891237,0.894892633,0.904050171,0.960777819,0.939263701
6,0.388724089,0.470143467,0.625508547,0.254463971,0.413998038,0.572505891,0.142358124,0.833385348,0.648880005,0.751393735,0.305980712,0.401782542,0.342825592,0.562067389,0.649239957,0.427028984,0.338930547,0.505420148,0.787750959,0.755129993,0.492138445,0.632263064,0.915305316,0.282677203,0.274919659,0.539488196,0.227040127,0.188131973,0.838368416,0.315030634,0.421607614,0.945256412,0.608286262,0.908934057,0.644538522,0.518195987,0.332164645,0.206981868,0.35047254,0.274917245,0.375445396,0.275856316,0.567670643
1,0.728192866,0.621576846,0.809585333,0.379876792,0.577106535,0.578393698,0.010843568,0.817913175,0.683856547,0.950759351,0.519465327,0.58939755,0.671209097,0.556612968,0.860040665,0.487455219,0.405852556,0.634459794,0.782607794,0.752337158,0.784409404,0.963391542,0.565638185,0.482248992,0.013849779,0.647527218,0.504254699,0.304386079,0.96966511,0.987652361,0.115370505,0.576335192,0.757716417,0.865724325,0.981353879,0.907095313,0.294215202,0.439934641,0.528919518,0.536893427,0.524639308,0.744765759,0.733155012
2,0.670018077,0.69748497,0.822477102,0.412933588,0.632274628,0.825436413,0.008876707,0.85664171,0.730563223,0.525249839,0.574705362,0.037358873,0.290340871,0.8425771,0.618551254,0.6965608,0.841817319,0.847783446,0.802498698,0.77946496,0.811684012,0.272991657,0.098395109,0.618949056,0.651816666,0.700804234,0.170777947,0.284301609,0.07555262,0.210746974,0.510941923,0.091768384,0.82606107,0.93344897,0.652006984,0.85480386,0.661779404,0.690120101,0.622109056,0.65109992,0.682497442,0.619126618,0.850507677
3,0.630103767,0.812493205,0.985750079,0.731552005,0.519577861,0.938683152,0.709599495,0.962653935,0.736995399,0.967006564,0.774656832,0.924795389,0.837664783,0.731260896,0.873981893,0.618702531,0.484565824,0.76562655,0.747916281,0.888431191,0.830500126,0.977775097,0.991794169,0.431371599,0.426884562,0.775586665,0.499003142,0.641444862,0.959944427,0.71821785,0.941301823,0.972641647,0.890673578,0.558464229,0.742696345,0.162988931,0.471402168,0.323899359,0.592438161,0.607420743,0.642987251,0.66596967,0.610147417
4,0.720842481,0.836829126,0.632438898,0.189866766,0.480057448,0.765938759,0.1416253,0.90266186,0.763303399,0.881352782,0.397897512,0.735472679,0.746345758,0.497622758,0.73133868,0.664000928,0.352225035,0.83235687,0.792927563,0.867491841,0.806620955,0.838096142,0.582822263,0.379438043,0.320102662,0.714699149,0.482817441,0.250099152,0.576728225,0.853215039,0.476803452,0.638513148,0.860216737,0.495682806,0.863342345,0.442832738,0.450716317,0.473487616,0.587063134,0.620142221,0.757789791,0.898900449,0.659651518
5,0.58676827,0.699469507,0.694500864,0.384974152,0.350751519,0.75890851,0.066759862,0.743360996,0.720116138,0.449446112,0.430527508,0.671047807,0.772809863,0.464402407,0.65801847,0.599354267,0.327227801,0.84145093,0.927246749,0.84151566,0.831503689,0.812884986,0.521272957,0.505787551,0.315629184,0.670340896,0.784694314,0.403350174,0.673567295,0.945291817,0.632606506,0.64232254,0.806822836,0.755497575,0.886236131,0.942369163,0.560417175,0.473147511,0.639751971,0.54453826,0.661009729,0.763354421,0.6646837
6,0.679815352,0.823250294,0.770055711,0.366888523,0.700817049,0.698760152,0.065565743,0.916728854,0.734478891,0.743562102,0.115603656,0.759662628,0.524574876,0.809049308,0.592611492,0.649602652,0.161137775,0.919467092,0.745540977,0.914697587,0.802074492,0.944731593,0.85827291,0.544570565,0.041214969,0.434552938,0.160269275,0.289848596,0.922416985,0.907569289,0.319202423,0.910202384,0.809131265,0.468571872,0.818205655,0.12930119,0.264571816,0.333979368,0.427617133,0.22488448,0.524662435,0.379319996,0.646119356
1,0.897558868,0.944389462,0.938333631,0.699885428,0.715182722,0.339994401,0.474566996,0.942905009,0.928576052,0.552553594,0.705988646,0.874706864,0.927249372,0.873151839,0.802834928,0.869164705,0.56687957,0.935522199,0.915667534,0.914205551,0.914009988,0.912918091,0.7683056,0.582317412,0.853129745,0.89560169,0.604500294,0.307220995,0.760374308,0.912167668,0.726823688,0.650467515,0.940946281,0.971347034,0.864920318,0.952729702,0.639846087,0.714023411,0.652379751,0.901545405,0.662547052,0.466957241,0.930166364
2,0.871836603,0.950256944,0.959728301,0.775528133,0.85633713,0.979754865,0.571506321,0.950732112,0.947684944,0.940365613,0.633902788,0.872513413,0.885477841,0.965943456,0.929114044,0.80716157,0.586330891,0.935880244,0.864255488,0.939280093,0.951288223,0.906899571,0.840317309,0.771548271,0.946601152,0.951278627,0.691122532,0.671135604,0.907129109,0.864023149,0.866222918,0.922487855,0.962002158,0.981683493,0.880448401,0.813474536,0.815248787,0.789582014,0.841569722,0.877659917,0.879721642,0.534139037,0.94587332
3,0.64345789,0.814708173,0.837892294,0.427740097,0.656204045,0.793118656,0.527549505,0.902092993,0.925110519,0.941808939,0.456397235,0.72846818,0.817469299,0.888234198,0.818827212,0.567097723,0.221405804,0.665901124,0.60643363,0.861007571,0.868873179,0.862190843,0.974607646,0.352118164,0.611139655,0.756940305,0.667762697,0.416005939,0.967345953,0.865306616,0.661606967,0.993716717,0.867289722,0.258751631,0.757292867,0.128638804,0.357264042,0.42920962,0.561202109,0.874002874,0.603305042,0.551839113,0.935469806
4,0.39212501,0.301579028,0.113623567,0.177405596,0.313246667,0.309359998,0.117207833,0.25775364,0.185285851,0.215631604,0.235287368,0.165806398,0.19731909,0.143826097,0.168041602,0.218415022,0.18613264,0.159727424,0.340607852,0.200349689,0.316430688,0.13848947,0.145830289,0.318835288,0.121960372,0.217700601,0.446022123,0.174888939,0.136907786,0.411545366,0.250773579,0.137849003,0.256543338,0.187389955,0.683213949,0.50954771,0.409528404,0.174180761,0.164667249,0.29817757,0.194936261,0.741175413,0.311737508
5,0.334909976,0.723778903,0.820529044,0.459061652,0.491203398,0.610736847,0.014316546,0.464111716,0.619853675,0.158679515,0.483275741,0.431649953,0.574816823,0.409482539,0.596341133,0.519376993,0.718412519,0.863217235,0.859888613,0.327701658,0.757352173,0.394927084,0.276592165,0.399626374,0.031703342,0.723370194,0.692351341,0.464774042,0.377493054,0.060772624,0.55533278,0.175130248,0.879659772,0.979996085,0.701601088,0.918826103,0.523807466,0.44334802,0.34883824,0.496179074,0.344395339,0.905538976,0.821393967
6,0.681934059,0.658098161,0.561811566,0.239579678,0.411462903,0.826867759,0.366178364,0.915274084,0.755861044,0.843307197,0.300675035,0.788120568,0.809273958,0.78613627,0.740622163,0.680251718,0.299098879,0.834946692,0.746930361,0.774305582,0.694261134,0.934895694,0.988206029,0.33970508,0.112822048,0.708434761,0.323331952,0.551112711,0.952798665,0.517563641,0.622133911,0.930720627,0.666507304,0.600891948,0.720785856,0.315174997,0.304211169,0.278508902,0.502858222,0.555698454,0.552252233,0.194873393,0.821864784
1,0.594525695,0.456350625,0.571770906,0.218490317,0.520328701,0.734451234,0.216838375,0.736311913,0.48013863,0.975299299,0.415271282,0.670467138,0.657465398,0.430347264,0.630783558,0.411740303,0.201593593,0.493370175,0.896784067,0.702112794,0.669913888,0.765718043,0.964367867,0.357804835,0.228488311,0.531933546,0.508401275,0.580516219,0.908618093,0.574298322,0.585528493,0.784700155,0.508376718,0.543248415,0.649864793,0.702205718,0.266813785,0.344138056,0.396930933,0.408593416,0.350209653,0.484055191,0.403597057
2,0.581531823,0.664602876,0.856458902,0.310548276,0.564319372,0.861840427,0.536666691,0.943902493,0.915891707,0.902083814,0.408782631,0.741031289,0.673336685,0.860001743,0.907117009,0.825561464,0.727397859,0.824318469,0.76679039,0.836461902,0.942336917,0.969422638,0.986364543,0.423352569,0.017223351,0.943412304,0.746407211,0.634406745,0.861730635,0.68685025,0.820090175,0.946400762,0.922353923,0.732268631,0.712292552,0.689220428,0.264659047,0.322882891,0.358837873,0.708498359,0.58849448,0.252497375,0.622547925
3,0.487930238,0.670397699,0.755032599,0.297577292,0.602646112,0.773862362,0.075539619,0.865239143,0.887764513,0.689598322,0.372426242,0.790346801,0.669560313,0.910186946,0.571922719,0.374169022,0.199837551,0.676399648,0.597180486,0.853155494,0.659147203,0.877184272,0.947456181,0.315179586,0.226721033,0.681663334,0.115873262,0.358104795,0.86618793,0.731600106,0.457291126,0.864353895,0.817208052,0.483877003,0.731957614,0.449861377,0.41653496,0.321771413,0.381401539,0.831818998,0.468919337,0.541432738,0.845341086
4,0.393487424,0.500334322,0.26523599,0.954938352,0.667934239,0.705589771,0.154882163,0.752994478,0.400476187,0.716204226,0.257263929,0.601830602,0.46329695,0.693250418,0.378330976,0.35125351,0.163615882,0.443737179,0.502999127,0.741448879,0.661013782,0.858386695,0.958436549,0.357084423,0.188013062,0.326870948,0.144747451,0.395196289,0.49487558,0.53854847,0.559339583,0.571171463,0.301657021,0.289614826,0.502591968,0.235025734,0.377406657,0.254106045,0.153019592,0.413000435,0.386057258,0.402391881,0.392037213
5,0.77368629,0.776854098,0.992447495,0.276147783,0.426181883,0.768410861,0.030488009,0.518155992,0.741571307,0.908609092,0.184406891,0.523720205,0.896056175,0.46629101,0.739232361,0.549268186,0.133062199,0.926397622,0.870990217,0.777761281,0.760271311,0.505718231,0.932243407,0.504160762,0.702544868,0.622414649,0.39488098,0.26861304,0.826469421,0.597430289,0.654352784,0.827909946,0.770984292,0.573179126,0.666922629,0.675418794,0.518365204,0.628742099,0.590246975,0.647256136,0.695492327,0.72749424,0.743845046
6,0.87465322,0.941602111,0.940899491,0.557759762,0.846697748,0.937804997,0.301710933,0.897608817,0.922706842,0.475190222,0.714907706,0.857741177,0.885739923,0.942998052,0.901922941,0.852797031,0.681949973,0.949618101,0.95335573,0.917722762,0.879132986,0.885909259,0.905857801,0.67201817,0.812045634,0.912724614,0.842887044,0.498961747,0.880100608,0.798849225,0.868613362,0.918292642,0.718877077,0.936036646,0.948998511,0.927582622,0.844478726,0.396191776,0.777841866,0.899388015,0.835236013,0.971186996,0.916826606
2,0.746231794,0.608262897,0.739831805,0.303226888,0.371759057,0.379194856,0.099575154,0.898271918,0.124383047,0.132214174,0.213440254,0.540226579,0.670463324,0.668962419,0.48634547,0.561415493,0.204458773,0.834561825,0.797740102,0.626735568,0.903150618,0.533900023,0.669629633,0.092351973,0.225274473,0.298579574,0.590286493,0.294258416,0.72338897,0.582341254,0.198819056,0.086969838,0.685753167,0.902965903,0.619303465,0.745975852,0.58261025,0.116353087,0.207404986,0.530926466,0.510202706,0.361355245,0.766037107
3,0.58545047,0.737610638,0.980790198,0.353761315,0.623345017,0.705509126,0.174899727,0.564484537,0.716967344,0.487201214,0.665004313,0.848412216,0.671863854,0.623420119,0.796809614,0.516601264,0.548455,0.887985289,0.53566581,0.697842896,0.761006117,0.636014521,0.448185116,0.573451996,0.061663888,0.687034309,0.631278813,0.424091876,0.551202655,0.627497673,0.680554867,0.750322223,0.824881971,0.725585818,0.690423191,0.585353911,0.71138978,0.566441894,0.411572397,0.687710643,0.4912211,0.47780773,0.58001709
4,0.65618372,0.825459957,0.883631766,0.439384073,0.437422425,0.872705519,0.357870281,0.869199216,0.728540182,0.664572418,0.606041372,0.898002505,0.859701157,0.754720688,0.832437456,0.539477229,0.421495616,0.775883257,0.751928151,0.820736289,0.824557722,0.957595527,0.987530291,0.451944739,0.264193684,0.724001586,0.583065569,0.645752192,0.961890101,0.840543568,0.822222233,0.989889324,0.885483205,0.524348617,0.728698969,0.690702021,0.535419762,0.442447186,0.660387337,0.751015842,0.661818743,0.805668592,0.60018605
5,0.130714282,0.20281288,0.179677695,0.0443491,0.186243922,0.431359977,0.044727191,0.100088894,0.151222125,0.2802082,0.1640798,0.124146752,0.128207728,0.094302326,0.169037297,0.196756229,0.06347385,0.108971514,0.186922982,0.22202453,0.55476737,0.213668853,0.755548418,0.131020978,0.059430089,0.117853947,0.119912811,0.12029209,0.081123307,0.188635364,0.182673857,0.236939639,0.146525562,0.129603252,0.17805855,0.060573615,0.162911728,0.123500608,0.150725096,0.113965116,0.272332728,0.416019082,0.140054464
6,0.427075475,0.526558101,0.554356933,0.25456211,0.534408808,0.669476271,0.011264205,0.542816877,0.531655014,0.461654574,0.47801125,0.497250944,0.669620752,0.542878687,0.472883821,0.59478116,0.375303358,0.59042716,0.718369544,0.518910468,0.782019496,0.493902475,0.462463349,0.20609349,0.281908989,0.491450816,0.788479507,0.393849432,0.230022043,0.752082765,0.469649822,0.503527641,0.662237585,0.968666852,0.522864759,0.944505692,0.390697956,0.401742429,0.666773319,0.45234713,0.381625354,0.920726418,0.501683176
1,0.670075119,0.685175657,0.727130473,0.315600902,0.898382306,0.72821188,0.142556295,0.729799867,0.821440756,0.765590191,0.458420038,0.565131128,0.826694131,0.651616931,0.710123777,0.599596083,0.441607356,0.706306875,0.733729362,0.933811545,0.780150652,0.626789927,0.739730954,0.534751475,0.464504927,0.744603217,0.687710047,0.430296421,0.844552636,0.856634855,0.6155563,0.917529762,0.776215017,0.438420832,0.650541186,0.858723938,0.514067769,0.571065247,0.470147312,0.912870824,0.388314933,0.921404362,0.760710001
2,0.86343497,0.890599012,0.965865076,0.63997215,0.813137412,0.874886215,0.66924572,0.865152001,0.819597721,0.757015884,0.855007112,0.82093668,0.884031951,0.827973604,0.85027349,0.860562921,0.877461672,0.855151474,0.923056722,0.863702416,0.885891676,0.776544869,0.823285878,0.733352661,0.764264226,0.827841759,0.924268425,0.732275963,0.683485329,0.822827458,0.663775861,0.870901942,0.860171497,0.847788274,0.618315935,0.903204203,0.762884796,0.844254315,0.841277182,0.827127516,0.851008058,0.941467941,0.878701031
3,0.605260193,0.56054914,0.73733741,0.201398432,0.594604492,0.63882941,0.155252114,0.721480668,0.601171076,0.640820086,0.347023398,0.464867204,0.786634028,0.575400531,0.637089312,0.525900304,0.340767592,0.707109332,0.686171532,0.571280956,0.161064878,0.417263061,0.4683263,0.401765853,0.142481551,0.529350698,0.440449446,0.270085484,0.592244625,0.700613499,0.462997884,0.581243515,0.592769265,0.791956306,0.545873702,0.46380055,0.794552386,0.50114876,0.495922446,0.497091204,0.542021275,0.281559855,0.616898596
4,0.679741263,0.865332246,0.79358685,0.613901138,0.753896117,0.880505919,0.794562995,0.891904771,0.975077033,0.952608466,0.71462357,0.961234391,0.837851822,0.976901472,0.88569665,0.654741943,0.581290245,0.812693059,0.710608006,0.831209898,0.887420774,0.937108994,0.986584127,0.488695443,0.422359049,0.842149734,0.842825294,0.702244639,0.942643106,0.865535617,0.93619436,0.974677026,0.889483273,0.683556318,0.786974669,0.400254816,0.547292531,0.728680909,0.554147005,0.95341301,0.670764506,0.414203256,0.650065005
5,0.83807528,0.863355756,0.904563844,0.601227105,0.754941761,0.836209297,0.799098372,0.650678694,0.829603016,0.640368581,0.673067808,0.718115807,0.847515702,0.772191167,0.84387058,0.681121945,0.675055385,0.933961332,0.8982023,0.189594135,0.599852741,0.549238324,0.231280595,0.459941387,0.281300545,0.818944275,0.847787619,0.591045678,0.682296872,0.252434373,0.876043797,0.676054239,0.949726105,0.987997174,0.818686843,0.963567317,0.614251137,0.651842117,0.717062593,0.759905696,0.750006378,0.944020271,0.88239491
6,0.742588401,0.829325438,0.89577651,0.459563047,0.579182208,0.819299161,0.104247496,0.959471524,0.881724834,0.951300561,0.352167785,0.851029694,0.756759882,0.937163055,0.773486137,0.727463901,0.404933572,0.885397673,0.685669541,0.962969661,0.676864207,0.961243749,0.8905496,0.584212363,0.487239122,0.70759201,0.013385397,0.18226029,0.944662035,0.91539222,0.759082258,0.966001868,0.57595551,0.754904568,0.889396012,0.019849684,0.873021841,0.435775906,0.660419703,0.630455911,0.734444141,0.020232109,0.827791274
1,0.72244215,0.757922947,0.82139957,0.530881047,0.607143223,0.632886052,0.308162034,0.817061007,0.785782576,0.385705113,0.24215503,0.7603423,0.773225009,0.709183872,0.973969102,0.62899226,0.652846336,0.784209073,0.720676363,0.632245719,0.827409863,0.987659752,0.53159821,0.597576737,0.128798455,0.732460797,0.322716862,0.134789467,0.829333901,0.521170914,0.436096907,0.629178822,0.81025964,0.812900066,0.545841873,0.733606696,0.597850025,0.49737215,0.596634388,0.615646839,0.741799414,0.312488675,0.824446321
2,0.413233966,0.654481232,0.695492744,0.15253745,0.400860697,0.796608508,0.254382879,0.910597324,0.707063198,0.594004691,0.514127135,0.562752545,0.59999615,0.703650117,0.76062572,0.608583808,0.40302667,0.762362123,0.658151746,0.668094039,0.821354508,0.859745502,0.69860065,0.425637096,0.1021953,0.768472493,0.389268667,0.523455381,0.367469937,0.607757092,0.435740769,0.720783651,0.76058048,0.837759733,0.72260952,0.710095704,0.34148258,0.407009482,0.368521124,0.479891688,0.427792162,0.022510942,0.853042722
3,0.564689338,0.695066094,0.963908732,0.190447226,0.340547949,0.269662499,0.614380121,0.629478872,0.903928041,0.948815465,0.419748962,0.895204008,0.918232262,0.823828936,0.947054207,0.758752584,0.097917564,0.736194849,0.070106462,0.768172443,0.694904387,0.918908834,0.733679295,0.358843088,0.325880617,0.828643382,0.484305352,0.584898651,0.879861474,0.831890106,0.392565548,0.966570497,0.913820744,0.298622757,0.37624532,0.241162881,0.74599731,0.421868473,0.44555369,0.696146309,0.085644886,0.528813183,0.958269417
4,0.693010211,0.666205347,0.635684967,0.15958567,0.704731405,0.700005054,0.097955883,0.475915432,0.660122216,0.880659342,0.397484332,0.404314458,0.668258309,0.610446155,0.620147884,0.424943268,0.156180382,0.60826087,0.73124963,0.896530628,0.69630301,0.869372427,0.455471903,0.310346723,0.254234225,0.543516755,0.209785834,0.292149842,0.865689874,0.643961966,0.415534467,0.600979924,0.656126618,0.366729766,0.72804904,0.237252071,0.311091691,0.236683309,0.372910917,0.479420304,0.434002042,0.16654475,0.599925756
5,0.312149942,0.629789412,0.401266098,0.37102437,0.56014657,0.472291857,0.003971643,0.545356274,0.412250906,0.060633391,0.319295555,0.153708518,0.358215272,0.540534914,0.32625255,0.445128262,0.479518622,0.756466329,0.816354156,0.600760996,0.639316618,0.07490427,0.05411458,0.708684325,0.271516889,0.311359733,0.265165389,0.146729112,0.047318697,0.442386657,0.139808387,0.084233314,0.735633373,0.643857658,0.767085075,0.948738158,0.477154553,0.537215352,0.349031776,0.42354241,0.344024241,0.888471961,0.364556819
6,0.57841146,0.818705022,0.752537847,0.055545274,0.396204084,0.419646204,0.004284147,0.910772741,0.712519884,0.845453024,0.419134706,0.778862834,0.637311399,0.596964538,0.740192115,0.616748035,0.256986022,0.949198186,0.716159999,0.979741395,0.103862606,0.958669603,0.75376755,0.24567391,0.415273011,0.660046756,0.004479362,0.17298919,0.673784316,0.327868283,0.719070256,0.940994024,0.681488633,0.341426015,0.853052378,0.95866257,0.444268674,0.403565019,0.846967697,0.375968724,0.508377016,0.127838746,0.71208024
1,0.490902424,0.763091385,0.900609195,0.088059083,0.747844398,0.586219966,0.14596723,0.444777578,0.75561744,0.186470106,0.490138471,0.406455308,0.647351146,0.809504688,0.661916852,0.640634477,0.846404254,0.759169281,0.805756629,0.713112652,0.844005883,0.466111511,0.174751252,0.517743528,0.385876596,0.717511356,0.650430441,0.169599041,0.244221747,0.552431285,0.132965297,0.439520568,0.765514851,0.86725539,0.493053406,0.943231881,0.695708215,0.586237431,0.543985069,0.710839331,0.28990823,0.879402518,0.613295436
2,0.760663807,0.687366724,0.775570035,0.280947328,0.900837779,0.545298934,0.048107442,0.75348419,0.774017453,0.669125259,0.724837124,0.699608147,0.608156085,0.808418512,0.928035498,0.922955811,0.178884029,0.874666393,0.89754492,0.866028845,0.872274697,0.550539374,0.451531351,0.341008544,0.010751598,0.725465417,0.810900092,0.861815274,0.748279452,0.800654709,0.445700645,0.580638945,0.737240136,0.500212669,0.750443876,0.463663518,0.458731055,0.352211058,0.398121059,0.64095211,0.689449966,0.865980923,0.827509999
3,0.660154283,0.707689047,0.807000101,0.198720187,0.175564095,0.688096166,0.980624259,0.837724328,0.810172081,0.979408383,0.765856802,0.918023109,0.933049977,0.596581161,0.932886958,0.513784111,0.251577288,0.574968696,0.015630828,0.256825686,0.568918765,0.992931068,0.960095346,0.100052372,0.145748794,0.776640117,0.086077377,0.21232006,0.965950131,0.472275317,0.797722101,0.985193014,0.791180611,0.195985213,0.747089207,0.014098058,0.09881863,0.113310546,0.258831978,0.58925885,0.079581156,0.112005137,0.519446969
4,0.352324754,0.750122428,0.637594879,0.294335544,0.608303368,0.883561432,0.180344835,0.762371123,0.621647477,0.84670186,0.531729043,0.832482815,0.623531818,0.780990958,0.590912759,0.500390887,0.217360616,0.653655112,0.772127032,0.712355793,0.75433439,0.979833841,0.762739182,0.386781901,0.309592575,0.536355913,0.428693205,0.219120771,0.809754193,0.462212443,0.702837944,0.89541024,0.761234224,0.783782959,0.847349465,0.591728032,0.567686379,0.350563914,0.388206452,0.415886074,0.575358093,0.49869746,0.592112958
